Measurement E8M1
Title: E89-038 CLAS experiment
Spokespersons: V. Burkert, R. Minehart
Year: 1999
Q^2 range: 0.25 - 0.35
W range: 1.1 - 1.12
Epsilon is not available
Data:
Beam energy	theta_pi	phi_pi	dsigma/dOmega	Data errors
GeV	deg	deg	mcbn/sterad	mcbn/sterad
1.515	82.5	255	24.34	0.7312
1.515	82.5	285	20.75	0.6848
1.515	82.5	315	15.92	1.292
1.515	97.5	15	9.572	1.167
1.515	97.5	45	15.33	0.6429
1.515	97.5	75	20	1.047
1.515	97.5	105	20.69	0.6423
1.515	97.5	135	17.62	0.9821
1.515	97.5	165	10.32	0.5131
1.515	97.5	195	10.8	0.5711
1.515	97.5	225	16.66	0.8832
1.515	97.5	255	22.84	0.6769
1.515	97.5	285	22.94	1.288
1.515	97.5	315	14.6	0.5841
1.515	97.5	345	8.624	0.7629
1.515	112.5	15	8.933	0.911
1.515	112.5	45	13.53	0.5369
1.515	112.5	75	19.43	0.9926
1.515	112.5	105	18.22	0.6204
1.515	112.5	135	14.7	0.9907
1.515	112.5	165	9.451	0.8953
1.515	112.5	195	9.573	0.896
1.515	112.5	225	15.75	1.649
1.515	112.5	255	17.77	0.5754
1.515	112.5	285	18.33	1.028
1.515	112.5	315	13.89	0.607
1.515	112.5	345	8.119	0.5935
1.515	127.5	15	8.617	0.8038
1.515	127.5	45	12.27	0.5691
1.515	127.5	75	15.05	0.7634
1.515	127.5	105	14.57	0.9142
1.515	127.5	135	12.25	0.8332
1.515	127.5	225	10.6	0.7544
1.515	127.5	255	15.62	0.9967
1.515	127.5	285	15.22	0.8002
1.515	127.5	315	12.03	0.587
1.515	127.5	345	9.261	0.9271
1.515	142.5	15	8.241	0.6542
1.515	142.5	45	8.957	0.9969
1.515	142.5	75	11.85	0.5907
1.515	142.5	285	13.23	0.6961
1.515	142.5	315	11.41	1.196
1.515	142.5	345	7.475	0.587
1.515	157.5	15	7.863	0.7716
1.515	157.5	45	8.111	2.295
1.515	157.5	345	7.99	0.7771
Measurement E8M8
Title: E89-038 CLAS experiment
Spokespersons: V. Burkert, R. Minehart
Year: 1999
Q^2 range: 0.25 - 0.35
W range: 1.24 - 1.26
Epsilon is not available
Data:
Beam energy	theta_pi	phi_pi	dsigma/dOmega	Data errors
GeV	deg	deg	mcbn/sterad	mcbn/sterad
1.515	7.5	105	20.15	2.838
1.515	7.5	135	14.48	1.321
1.515	7.5	165	18.97	1.581
1.515	7.5	195	16.73	1.442
1.515	7.5	225	19.31	1.684
1.515	7.5	255	16.22	2.019
1.515	22.5	15	14.84	1.097
1.515	22.5	45	20.97	4.384
1.515	22.5	105	18.48	1.111
1.515	22.5	135	17.42	0.8396
1.515	22.5	165	16.99	0.7906
1.515	22.5	195	16.85	0.78
1.515	22.5	225	18.17	0.8434
1.515	22.5	255	17.48	1.104
1.515	22.5	345	15.79	1.239
1.515	37.5	105	17.61	1.958
1.515	37.5	135	17.55	0.807
1.515	37.5	165	15.12	0.609
1.515	37.5	195	15.24	0.6181
1.515	37.5	225	16.3	0.7739
1.515	37.5	255	18.1	2.99
1.515	37.5	285	22.63	4.726
1.515	52.5	45	13.41	1.481
1.515	52.5	75	17.36	0.6913
1.515	52.5	105	18.2	0.9677
1.515	52.5	135	14.85	0.8903
1.515	52.5	165	12.3	0.483
1.515	52.5	195	13.66	0.5328
1.515	52.5	225	19.71	1.752
1.515	52.5	255	17.92	1.278
1.515	52.5	285	17.41	0.6563
1.515	52.5	315	15.68	1.902
1.515	67.5	45	11.27	1.515
1.515	67.5	75	17.71	0.5704
1.515	67.5	105	19.07	0.656
1.515	67.5	135	16.64	1.419
1.515	67.5	165	11.25	0.508
1.515	67.5	195	11.19	0.514
1.515	67.5	225	15.62	1.119
1.515	67.5	255	18.82	0.6523
1.515	67.5	285	17	0.5524
1.515	67.5	315	9.176	0.9077
1.515	82.5	45	10.69	0.9216
1.515	82.5	75	16.42	0.6012
1.515	82.5	105	17.84	0.5922
1.515	82.5	135	13.59	0.8176
1.515	82.5	165	10.33	0.4153
1.515	82.5	195	9.568	0.3804
1.515	82.5	225	14.67	1.12
1.515	82.5	255	18.16	0.5825
1.515	82.5	285	17.46	0.6489
1.515	82.5	315	10.46	0.7958
1.515	97.5	15	7.106	0.9244
1.515	97.5	45	10.73	0.467
1.515	97.5	75	15.91	0.9679
1.515	97.5	105	15.77	0.5386
1.515	97.5	135	12.94	0.9883
1.515	97.5	165	8.338	0.4338
1.515	97.5	195	8.675	0.4484
1.515	97.5	225	11.33	0.6765
1.515	97.5	255	17.26	0.5509
1.515	97.5	285	14.66	0.7984
1.515	97.5	315	10.51	0.4466
1.515	97.5	345	6.402	0.7353
1.515	112.5	15	7.518	0.7226
1.515	112.5	45	9.831	0.4411
1.515	112.5	75	13.74	0.8521
1.515	112.5	105	12.97	0.4934
1.515	112.5	135	9.461	0.7462
1.515	112.5	165	7.229	0.5927
1.515	112.5	195	7.507	0.5901
1.515	112.5	225	8.841	0.5916
1.515	112.5	255	13.08	0.4667
1.515	112.5	285	13.84	0.8056
1.515	112.5	315	9.732	0.4691
1.515	112.5	345	5.996	0.4863
1.515	127.5	15	5.911	0.6104
1.515	127.5	45	8.287	0.4236
1.515	127.5	75	9.247	0.5594
1.515	127.5	105	10.15	0.8558
1.515	127.5	135	7.389	0.5378
1.515	127.5	225	9.19	0.9214
1.515	127.5	255	9.837	0.7481
1.515	127.5	285	10.33	0.6345
1.515	127.5	315	9.598	0.5439
1.515	127.5	345	5.661	0.5543
1.515	142.5	15	5.201	0.4287
1.515	142.5	45	6.262	0.5901
1.515	142.5	75	7.634	0.4384
1.515	142.5	285	8.209	0.508
1.515	142.5	315	8.34	0.8185
1.515	142.5	345	5.678	0.5731
1.515	157.5	15	5.479	0.5908
1.515	157.5	315	8.469	5.404
1.515	157.5	345	5.978	0.856
Measurement E8M9
Title: E89-038 CLAS experiment
Spokespersons: V. Burkert, R. Minehart
Year: 1999
Q^2 range: 0.25 - 0.35
W range: 1.26 - 1.28
Epsilon is not available
Data:
Beam energy	theta_pi	phi_pi	dsigma/dOmega	Data errors
GeV	deg	deg	mcbn/sterad	mcbn/sterad
1.515	7.5	15	18.52	2.417
1.515	7.5	165	13.5	2.217
1.515	7.5	195	16.54	1.771
1.515	7.5	225	16.3	3.091
1.515	7.5	315	10.65	1.702
1.515	7.5	345	21.06	3.302
1.515	22.5	15	15.51	1.083
1.515	22.5	45	15.68	2.91
1.515	22.5	105	15.53	1.576
1.515	22.5	135	15.98	0.7567
1.515	22.5	165	14.49	0.6866
1.515	22.5	195	16.96	0.7949
1.515	22.5	225	14.85	0.7112
1.515	22.5	255	16.46	1.489
1.515	22.5	315	17.19	3.087
1.515	22.5	345	17.66	1.286
1.515	37.5	105	18.29	2.541
1.515	37.5	135	13.87	0.6455
1.515	37.5	165	12.28	0.4977
1.515	37.5	195	12.5	0.5212
1.515	37.5	225	15.29	0.756
1.515	37.5	255	14.89	1.503
1.515	52.5	45	11.49	1.183
1.515	52.5	75	14.42	1.508
1.515	52.5	105	16.36	0.8052
1.515	52.5	135	13.96	0.9588
1.515	52.5	165	10.36	0.4231
1.515	52.5	195	10.34	0.4218
1.515	52.5	225	14.76	1.161
1.515	52.5	255	14.71	0.752
1.515	52.5	285	14.97	1.051
1.515	52.5	315	11.76	0.9932
1.515	67.5	75	13.65	0.4755
1.515	67.5	105	14.17	0.5128
1.515	67.5	135	10.5	0.7246
1.515	67.5	165	8.56	0.4188
1.515	67.5	195	7.766	0.3899
1.515	67.5	225	12.87	1.263
1.515	67.5	255	15.53	0.5502
1.515	67.5	285	13.98	0.4799
1.515	82.5	45	8.085	0.7892
1.515	82.5	75	12.24	0.5207
1.515	82.5	105	14.43	0.5024
1.515	82.5	135	11.65	0.9412
1.515	82.5	165	6.77	0.3061
1.515	82.5	195	8.055	0.3706
1.515	82.5	225	10.84	0.77
1.515	82.5	255	13.62	0.4729
1.515	82.5	285	12.39	0.5362
1.515	82.5	315	8.93	0.8875
1.515	97.5	15	4.303	0.5456
1.515	97.5	45	7.448	0.3566
1.515	97.5	75	10.63	0.7316
1.515	97.5	105	10.99	0.4286
1.515	97.5	135	9.131	0.849
1.515	97.5	165	5.548	0.3193
1.515	97.5	195	5.988	0.3477
1.515	97.5	225	8.81	0.5945
1.515	97.5	255	12.06	0.4366
1.515	97.5	285	9.056	0.5445
1.515	97.5	315	7.376	0.35
1.515	97.5	345	4.2	0.4858
1.515	112.5	15	3.626	0.3267
1.515	112.5	45	6.096	0.3196
1.515	112.5	75	8.281	0.5679
1.515	112.5	105	8.591	0.363
1.515	112.5	135	8.257	0.9242
1.515	112.5	165	5.71	0.549
1.515	112.5	195	5.649	0.6982
1.515	112.5	225	6.032	0.4247
1.515	112.5	255	9.23	0.3788
1.515	112.5	285	9.446	0.6355
1.515	112.5	315	5.841	0.3326
1.515	112.5	345	4.045	0.3649
1.515	127.5	15	4.177	0.5725
1.515	127.5	45	4.928	0.3124
1.515	127.5	75	6.543	0.432
1.515	127.5	105	6.508	0.5261
1.515	127.5	135	5.307	0.4765
1.515	127.5	225	4.56	0.3696
1.515	127.5	255	7.348	0.715
1.515	127.5	285	6.695	0.5121
1.515	127.5	315	5.508	0.3493
1.515	127.5	345	3.165	0.3307
1.515	142.5	15	3.296	0.342
1.515	142.5	45	3.598	0.3483
1.515	142.5	75	4.922	0.3264
1.515	142.5	285	4.993	0.3721
1.515	142.5	315	3.79	0.4173
1.515	142.5	345	2.895	0.2927
1.515	157.5	15	2.582	0.3658
1.515	157.5	345	2.485	0.3308
Measurement E8M10
Title: E89-038 CLAS experiment
Spokespersons: V. Burkert, R. Minehart
Year: 1999
Q^2 range: 0.25 - 0.35
W range: 1.28 - 1.3
Epsilon is not available
Data:
Beam energy	theta_pi	phi_pi	dsigma/dOmega	Data errors
GeV	deg	deg	mcbn/sterad	mcbn/sterad
1.515	7.5	15	16.14	1.605
1.515	7.5	45	23.58	3.849
1.515	7.5	75	21.03	5.442
1.515	7.5	285	19.36	3.622
1.515	7.5	315	16.1	1.878
1.515	7.5	345	14.91	1.572
1.515	22.5	15	15	1.126
1.515	22.5	45	13.97	1.869
1.515	22.5	135	15.04	0.7531
1.515	22.5	165	14.55	0.6811
1.515	22.5	195	14.33	0.675
1.515	22.5	225	14.2	0.7199
1.515	22.5	315	16.02	2.501
1.515	22.5	345	14.02	1.078
1.515	37.5	45	8.283	1.331
1.515	37.5	105	17.45	2.362
1.515	37.5	135	12.5	0.6166
1.515	37.5	165	9.997	0.4412
1.515	37.5	195	11.47	0.4808
1.515	37.5	225	12.49	0.6718
1.515	37.5	255	15.21	1.631
1.515	37.5	315	8.824	0.8946
1.515	52.5	45	10.59	0.6872
1.515	52.5	75	12.51	1.199
1.515	52.5	105	13.44	0.6796
1.515	52.5	135	13.68	1.155
1.515	52.5	165	8.445	0.3448
1.515	52.5	195	9.152	0.375
1.515	52.5	225	10.93	0.8273
1.515	52.5	255	11.71	0.5919
1.515	52.5	285	11.9	1.025
1.515	52.5	315	12.95	1.85
1.515	67.5	75	11.08	0.4212
1.515	67.5	105	11.7	0.4387
1.515	67.5	135	9.115	0.657
1.515	67.5	165	7.039	0.3713
1.515	67.5	195	6.989	0.355
1.515	67.5	225	11.62	0.8766
1.515	67.5	255	11.74	0.441
1.515	67.5	285	10.95	0.4105
1.515	82.5	45	7.693	0.9578
1.515	82.5	75	8.718	0.4233
1.515	82.5	105	10.37	0.3969
1.515	82.5	135	8.092	0.5535
1.515	82.5	165	5.599	0.2926
1.515	82.5	195	5.532	0.297
1.515	82.5	225	8.634	0.664
1.515	82.5	255	9.652	0.3671
1.515	82.5	285	9.222	0.4968
1.515	82.5	315	6.818	0.7009
1.515	97.5	15	2.648	0.4214
1.515	97.5	45	5.028	0.2626
1.515	97.5	75	7.771	0.5386
1.515	97.5	105	8.2	0.3606
1.515	97.5	135	8.553	0.8766
1.515	97.5	165	4.501	0.2859
1.515	97.5	195	4.66	0.2752
1.515	97.5	225	6.079	0.4117
1.515	97.5	255	9.65	0.385
1.515	97.5	285	7.708	0.5212
1.515	97.5	315	5.279	0.2844
1.515	97.5	345	4.75	2.331
1.515	112.5	15	2.203	0.2545
1.515	112.5	45	4.178	0.2624
1.515	112.5	75	5.526	0.4592
1.515	112.5	105	6.271	0.3044
1.515	112.5	135	5.331	0.3927
1.515	112.5	165	4.086	0.5733
1.515	112.5	195	3.773	0.5307
1.515	112.5	225	5.06	0.4552
1.515	112.5	255	6.744	0.3096
1.515	112.5	285	5.478	0.4273
1.515	112.5	315	4.163	0.2866
1.515	112.5	345	2.646	0.3029
1.515	127.5	15	1.882	0.2806
1.515	127.5	45	3.02	0.2348
1.515	127.5	75	3.949	0.2885
1.515	127.5	105	4.689	0.5495
1.515	127.5	135	3.315	0.3468
1.515	127.5	225	3.608	0.3302
1.515	127.5	255	4.95	0.9039
1.515	127.5	285	4.872	0.4091
1.515	127.5	315	3.058	0.235
1.515	127.5	345	1.89	0.24
1.515	142.5	15	1.479	0.2504
1.515	142.5	45	2.397	0.4837
1.515	142.5	75	2.902	0.2241
1.515	142.5	255	3.315	0.912
1.515	142.5	285	2.842	0.2543
1.515	142.5	315	3.663	0.7925
1.515	142.5	345	1.642	0.1941
1.515	157.5	15	1.272	0.2086
1.515	157.5	345	1.296	0.2004
Measurement E8M11
Title: E89-038 CLAS experiment
Spokespersons: V. Burkert, R. Minehart
Year: 1999
Q^2 range: 0.25 - 0.35
W range: 1.3 - 1.32
Epsilon is not available
Data:
Beam energy	theta_pi	phi_pi	dsigma/dOmega	Data errors
GeV	deg	deg	mcbn/sterad	mcbn/sterad
1.515	7.5	15	18.33	1.695
1.515	7.5	45	15.95	1.535
1.515	7.5	75	14.96	1.627
1.515	7.5	105	23.78	12.02
1.515	7.5	255	16.83	4.862
1.515	7.5	285	18.33	1.997
1.515	7.5	315	20.88	2.246
1.515	7.5	345	15.78	1.477
1.515	22.5	15	16.38	1.263
1.515	22.5	45	15.89	2.313
1.515	22.5	75	15.51	3.078
1.515	22.5	135	13.57	1.386
1.515	22.5	165	12.27	0.6435
1.515	22.5	195	12.52	0.6473
1.515	22.5	225	12.27	1.307
1.515	22.5	315	13.44	2.789
1.515	22.5	345	15.82	1.542
1.515	37.5	45	8.987	0.8631
1.515	37.5	105	12.3	1.161
1.515	37.5	135	11.7	0.6229
1.515	37.5	165	9.095	0.3895
1.515	37.5	195	9.62	0.4117
1.515	37.5	225	12.58	0.6972
1.515	37.5	255	11.75	1.312
1.515	37.5	315	10.48	0.9042
1.515	52.5	45	10.11	0.815
1.515	52.5	75	11.63	1.21
1.515	52.5	105	11.85	0.5573
1.515	52.5	135	10.33	0.7816
1.515	52.5	165	7.683	0.3275
1.515	52.5	195	7.446	0.3186
1.515	52.5	225	8.932	0.6396
1.515	52.5	255	11.14	0.524
1.515	52.5	315	10.3	0.7274
1.515	67.5	75	9.173	0.423
1.515	67.5	105	11.66	0.4446
1.515	67.5	135	8.477	0.6177
1.515	67.5	165	5.363	0.279
1.515	67.5	195	5.48	0.2946
1.515	67.5	225	8.514	0.6952
1.515	67.5	255	10.04	0.3922
1.515	67.5	285	9.061	0.3885
1.515	82.5	45	5.208	0.7397
1.515	82.5	75	7.021	0.3646
1.515	82.5	105	8.121	0.3277
1.515	82.5	135	6.625	0.5837
1.515	82.5	165	4.22	0.2565
1.515	82.5	195	4.639	0.2862
1.515	82.5	225	7.201	0.5798
1.515	82.5	255	8.399	0.3425
1.515	82.5	285	7.396	0.4075
1.515	82.5	315	4.789	0.4733
1.515	97.5	15	1.513	0.2464
1.515	97.5	45	3.9	0.2345
1.515	97.5	75	6.434	0.6108
1.515	97.5	105	6.458	0.309
1.515	97.5	135	5.479	0.5024
1.515	97.5	165	4.246	0.265
1.515	97.5	195	3.774	0.2365
1.515	97.5	225	4.926	0.376
1.515	97.5	255	7.708	0.3403
1.515	97.5	285	5.427	0.3915
1.515	97.5	315	3.979	0.2328
1.515	97.5	345	1.714	0.3349
1.515	112.5	15	1.481	0.2192
1.515	112.5	45	2.932	0.2185
1.515	112.5	75	4.425	0.4192
1.515	112.5	105	4.197	0.231
1.515	112.5	135	3.932	0.41
1.515	112.5	165	2.75	0.2505
1.515	112.5	195	2.89	0.2986
1.515	112.5	225	3.386	0.3088
1.515	112.5	255	4.741	0.2435
1.515	112.5	285	4.682	0.3981
1.515	112.5	315	3.232	0.2392
1.515	112.5	345	1.536	0.2975
1.515	127.5	15	1.761	0.4446
1.515	127.5	45	1.971	0.1971
1.515	127.5	75	3.144	0.2556
1.515	127.5	105	3.179	0.3558
1.515	127.5	135	2.655	0.296
1.515	127.5	225	2.452	0.2326
1.515	127.5	255	3.066	0.4294
1.515	127.5	285	3.574	0.3507
1.515	127.5	315	1.734	0.1713
1.515	127.5	345	1.21	0.2214
1.515	142.5	15	0.9464	0.2222
1.515	142.5	45	1.418	0.2093
1.515	142.5	75	1.841	0.1755
1.515	142.5	285	1.953	0.1993
1.515	142.5	315	1.626	0.4248
1.515	142.5	345	1.137	0.1773
1.515	157.5	15	0.9196	0.1683
1.515	157.5	345	1.24	0.383
Measurement E8M12
Title: E89-038 CLAS experiment
Spokespersons: V. Burkert, R. Minehart
Year: 1999
Q^2 range: 0.25 - 0.35
W range: 1.32 - 1.34
Epsilon is not available
Data:
Beam energy	theta_pi	phi_pi	dsigma/dOmega	Data errors
GeV	deg	deg	mcbn/sterad	mcbn/sterad
1.515	7.5	15	18.88	1.524
1.515	7.5	45	18.13	1.716
1.515	7.5	75	21.32	2.29
1.515	7.5	105	19.16	1.984
1.515	7.5	135	25.41	7.329
1.515	7.5	225	38.71	9.88
1.515	7.5	255	20.18	2.406
1.515	7.5	285	16.62	1.907
1.515	7.5	315	14.19	1.335
1.515	7.5	345	20.16	1.745
1.515	22.5	15	14.1	1.47
1.515	22.5	45	19.62	5.677
1.515	22.5	165	11.65	1.032
1.515	22.5	195	9.778	0.8074
1.515	22.5	345	16.55	2.257
1.515	37.5	45	11.56	1.621
1.515	37.5	135	10.27	0.6103
1.515	37.5	165	7.524	0.3438
1.515	37.5	195	7.928	0.352
1.515	37.5	225	10.26	0.5611
1.515	37.5	315	10.2	0.8721
1.515	52.5	45	8.359	0.8101
1.515	52.5	75	10.26	1.469
1.515	52.5	105	11.48	0.5743
1.515	52.5	135	8.695	0.6342
1.515	52.5	165	6.024	0.2711
1.515	52.5	195	5.757	0.2598
1.515	52.5	225	9.207	0.7246
1.515	52.5	255	10.76	0.4904
1.515	52.5	285	10.41	1.492
1.515	52.5	315	8.934	0.8453
1.515	67.5	45	5.398	1.427
1.515	67.5	75	7.697	0.4355
1.515	67.5	105	8.435	0.3319
1.515	67.5	135	7.582	0.5831
1.515	67.5	165	4.898	0.2662
1.515	67.5	195	4.466	0.2435
1.515	67.5	225	6.911	0.5232
1.515	67.5	255	8.43	0.3445
1.515	67.5	285	8.579	0.6235
1.515	67.5	315	5.947	1.108
1.515	82.5	45	3.665	0.3804
1.515	82.5	75	6.21	0.4019
1.515	82.5	105	6.49	0.2771
1.515	82.5	135	5.321	0.4305
1.515	82.5	165	3.356	0.2134
1.515	82.5	195	3.896	0.2417
1.515	82.5	225	5.605	0.5255
1.515	82.5	255	7.02	0.2973
1.515	82.5	285	6.727	0.3661
1.515	82.5	315	4.691	0.5311
1.515	97.5	15	2.608	1.095
1.515	97.5	45	2.851	0.1859
1.515	97.5	75	4.767	0.4173
1.515	97.5	105	5.14	0.2593
1.515	97.5	135	4.499	0.32
1.515	97.5	165	2.822	0.1831
1.515	97.5	195	3.49	0.2199
1.515	97.5	225	4.201	0.3069
1.515	97.5	255	5.225	0.2571
1.515	97.5	285	5.023	0.4179
1.515	97.5	315	2.809	0.1779
1.515	97.5	345	1.511	0.3066
1.515	112.5	15	1.223	0.1786
1.515	112.5	45	2.264	0.1758
1.515	112.5	75	3.568	0.4536
1.515	112.5	105	3.212	0.1958
1.515	112.5	135	3.113	0.375
1.515	112.5	165	2.329	0.2437
1.515	112.5	195	2.753	0.3548
1.515	112.5	225	3.301	0.3451
1.515	112.5	255	3.546	0.1994
1.515	112.5	285	3.546	0.3319
1.515	112.5	315	2.096	0.1895
1.515	112.5	345	1.436	0.6488
1.515	127.5	15	0.7292	0.1791
1.515	127.5	45	1.285	0.1397
1.515	127.5	75	2.261	0.1967
1.515	127.5	105	2.233	0.2685
1.515	127.5	135	1.641	0.1789
1.515	127.5	225	1.857	0.2096
1.515	127.5	255	2.457	0.3235
1.515	127.5	285	2.113	0.2704
1.515	127.5	315	1.18	0.1312
1.515	127.5	345	1.288	0.8088
1.515	142.5	15	0.5699	0.1055
1.515	142.5	45	0.9675	0.172
1.515	142.5	75	1.319	0.1441
1.515	142.5	285	1.066	0.13
1.515	142.5	315	0.9547	0.2283
1.515	142.5	345	0.8375	0.1533
1.515	157.5	15	0.4983	0.1211
1.515	157.5	345	0.5588	0.1322
Measurement E8M13
Title: E89-038 CLAS experiment
Spokespersons: V. Burkert, R. Minehart
Year: 1999
Q^2 range: 0.25 - 0.35
W range: 1.34 - 1.36
Epsilon is not available
Data:
Beam energy	theta_pi	phi_pi	dsigma/dOmega	Data errors
GeV	deg	deg	mcbn/sterad	mcbn/sterad
1.515	7.5	15	15.33	1.381
1.515	7.5	45	15.23	1.47
1.515	7.5	75	18.55	1.903
1.515	7.5	105	16.6	1.857
1.515	7.5	135	17.64	2.123
1.515	7.5	165	12.69	2.103
1.515	7.5	195	18.17	2.869
1.515	7.5	225	20.78	2.459
1.515	7.5	255	15.63	1.699
1.515	7.5	285	13.33	1.336
1.515	7.5	315	17.52	1.54
1.515	7.5	345	16.13	1.347
1.515	22.5	15	15.32	1.577
1.515	22.5	285	12.26	2.137
1.515	22.5	345	11.9	1.06
1.515	37.5	45	11.25	1.068
1.515	37.5	75	12.73	1.617
1.515	37.5	135	8.865	0.6573
1.515	37.5	165	6.837	0.3183
1.515	37.5	195	6.836	0.3219
1.515	37.5	225	8.751	0.6104
1.515	37.5	285	9.825	0.8744
1.515	37.5	315	10.42	1.048
1.515	52.5	45	7.345	0.8438
1.515	52.5	75	8.832	1.235
1.515	52.5	105	9.171	0.4579
1.515	52.5	135	7.39	0.5987
1.515	52.5	165	4.855	0.2315
1.515	52.5	195	4.904	0.2283
1.515	52.5	225	8.915	0.8222
1.515	52.5	255	9.36	0.4224
1.515	52.5	285	9.047	1.038
1.515	52.5	315	6.721	0.4964
1.515	67.5	45	4.752	0.9169
1.515	67.5	75	7.094	0.3953
1.515	67.5	105	9.145	0.3522
1.515	67.5	135	5.979	0.4593
1.515	67.5	165	3.814	0.2077
1.515	67.5	195	3.707	0.1936
1.515	67.5	225	5.496	0.4138
1.515	67.5	255	7.701	0.3127
1.515	67.5	285	6.495	0.3922
1.515	67.5	315	4.28	0.6717
1.515	82.5	15	2.457	1.131
1.515	82.5	45	3.895	0.4924
1.515	82.5	75	5.352	0.3367
1.515	82.5	105	6.138	0.2641
1.515	82.5	135	4.735	0.4745
1.515	82.5	165	2.665	0.2015
1.515	82.5	195	3.256	0.2247
1.515	82.5	225	5.192	0.4147
1.515	82.5	255	5.695	0.2556
1.515	82.5	285	6.118	0.3547
1.515	82.5	315	3.227	0.3535
1.515	97.5	15	1.122	0.1648
1.515	97.5	45	2.397	0.1646
1.515	97.5	75	3.971	0.3686
1.515	97.5	105	4.66	0.2436
1.515	97.5	135	4.212	0.3133
1.515	97.5	165	2.301	0.167
1.515	97.5	195	2.538	0.1744
1.515	97.5	225	3.608	0.2956
1.515	97.5	255	4.487	0.2248
1.515	97.5	285	4.122	0.3488
1.515	97.5	315	2.383	0.1662
1.515	97.5	345	1.457	0.4815
1.515	112.5	15	0.9665	0.1657
1.515	112.5	45	1.659	0.1464
1.515	112.5	75	2.695	0.3056
1.515	112.5	105	2.533	0.1693
1.515	112.5	135	2.482	0.2748
1.515	112.5	165	2.373	0.6411
1.515	112.5	195	1.614	0.1679
1.515	112.5	225	2.642	0.2654
1.515	112.5	255	2.748	0.1641
1.515	112.5	285	2.654	0.2636
1.515	112.5	315	1.643	0.1522
1.515	112.5	345	0.9116	0.1404
1.515	127.5	15	0.3944	0.1268
1.515	127.5	45	0.8322	0.09256
1.515	127.5	75	1.537	0.1492
1.515	127.5	105	1.987	0.2908
1.515	127.5	135	1.409	0.1798
1.515	127.5	225	1.318	0.159
1.515	127.5	255	1.428	0.1684
1.515	127.5	285	1.485	0.1649
1.515	127.5	315	1.194	0.1477
1.515	127.5	345	0.7066	0.1234
1.515	142.5	15	0.5007	0.1303
1.515	142.5	45	1.147	0.3182
1.515	142.5	75	1.182	0.1288
1.515	142.5	285	0.989	0.1308
1.515	142.5	315	0.7206	0.212
1.515	142.5	345	0.4207	0.1042
1.515	157.5	15	0.4962	0.196
1.515	157.5	345	0.4136	0.09528
Measurement E8M14
Title: E89-038 CLAS experiment
Spokespersons: V. Burkert, R. Minehart
Year: 1999
Q^2 range: 0.25 - 0.35
W range: 1.36 - 1.38
Epsilon is not available
Data:
Beam energy	theta_pi	phi_pi	dsigma/dOmega	Data errors
GeV	deg	deg	mcbn/sterad	mcbn/sterad
1.515	7.5	15	13.62	1.215
1.515	7.5	45	13.07	1.189
1.515	7.5	75	14.92	1.413
1.515	7.5	105	18	1.738
1.515	7.5	135	12.4	1.356
1.515	7.5	165	11.73	1.437
1.515	7.5	195	16.02	1.826
1.515	7.5	225	15.5	1.61
1.515	7.5	255	15.82	1.79
1.515	7.5	285	11.87	1.166
1.515	7.5	315	13.69	1.289
1.515	7.5	345	20.33	1.729
1.515	22.5	15	12.51	1.517
1.515	22.5	75	13.36	2.543
1.515	22.5	105	14.61	3.515
1.515	22.5	255	15.6	3.73
1.515	22.5	285	11.01	2.003
1.515	22.5	345	13.57	2.025
1.515	37.5	45	8.721	0.6093
1.515	37.5	75	11.98	0.8066
1.515	37.5	135	6.483	0.5321
1.515	37.5	165	5.519	0.2755
1.515	37.5	195	5.67	0.2827
1.515	37.5	225	6.6	0.5702
1.515	37.5	285	9.375	0.6627
1.515	37.5	315	10.54	0.9023
1.515	52.5	45	7.318	0.685
1.515	52.5	105	8.497	0.5138
1.515	52.5	135	6.232	0.4431
1.515	52.5	165	4.301	0.2134
1.515	52.5	195	3.866	0.1952
1.515	52.5	225	7.271	0.5093
1.515	52.5	255	7.83	0.4263
1.515	52.5	285	8.555	1.199
1.515	52.5	315	7.501	0.8149
1.515	67.5	45	5.356	0.6801
1.515	67.5	75	7.05	0.8244
1.515	67.5	105	7.718	0.3072
1.515	67.5	135	5.533	0.3902
1.515	67.5	165	2.828	0.1623
1.515	67.5	195	3.084	0.1702
1.515	67.5	225	4.757	0.3695
1.515	67.5	255	6.783	0.2782
1.515	67.5	285	7.725	0.9857
1.515	67.5	315	5.309	0.9076
1.515	82.5	45	3.76	0.5139
1.515	82.5	75	4.9	0.3063
1.515	82.5	105	5.649	0.2464
1.515	82.5	135	3.912	0.3672
1.515	82.5	165	2.223	0.1764
1.515	82.5	195	2.309	0.1717
1.515	82.5	225	4.72	0.4265
1.515	82.5	255	5.534	0.2449
1.515	82.5	285	5.091	0.3231
1.515	82.5	315	4.004	0.5178
1.515	97.5	15	0.6879	0.1067
1.515	97.5	45	1.984	0.1402
1.515	97.5	75	3.685	0.3025
1.515	97.5	105	3.695	0.2012
1.515	97.5	135	3.115	0.2737
1.515	97.5	165	2.046	0.1459
1.515	97.5	195	1.784	0.1293
1.515	97.5	225	3.438	0.2618
1.515	97.5	255	4.057	0.2144
1.515	97.5	285	3.069	0.2656
1.515	97.5	315	2.003	0.1435
1.515	97.5	345	0.6685	0.1127
1.515	112.5	15	0.7468	0.1621
1.515	112.5	45	1.507	0.1409
1.515	112.5	75	1.915	0.2233
